dataset,rel_rs,rs,fold,N1,N2,F1,F2
letter_img,0,0,0,0.369893673783138,0.071484375,0.43224118003749756,0.5115843042721308
letter_img,0,0,1,0.3694490978225661,0.069921875,0.4277972104489824,0.5120530333467256
letter_img,0,0,2,0.36725145739124104,0.073046875,0.4231611727232685,0.5114503816793893
letter_img,0,0,3,0.3663884308830038,0.064453125,0.44122440447183986,0.5114161365918982
letter_img,0,0,4,0.3673634039425269,0.073828125,0.42965217303548275,0.509407432206227
letter_img,1,1,0,0.3700713032514316,0.078125,0.4318086200899626,0.5077005490826303
letter_img,1,1,1,0.3693719756740843,0.069921875,0.43137930855302564,0.5113164590866479
letter_img,1,1,2,0.37016957214466745,0.074609375,0.42857065451879894,0.5081692781572251
letter_img,1,1,3,0.3658093804318698,0.06796875,0.4293580704357006,0.5134917977904252
letter_img,1,1,4,0.3639656048488483,0.0640625,0.43287622213816485,0.5152996317375292
letter_img,2,4,0,0.3675841336756356,0.070703125,0.4318406127255049,0.5125217624213205
letter_img,2,4,1,0.3649522961746033,0.06171875,0.4311443083993312,0.5130574527922861
letter_img,2,4,2,0.36764533928010895,0.068359375,0.4270070057737138,0.5098433105664926
letter_img,2,4,3,0.3728798249585532,0.07578125,0.43374968234049227,0.5102778707733512
letter_img,2,4,4,0.3664720729281258,0.06875,0.43023329867958876,0.5102778707733512
letter_img,3,18,0,0.3671742866909897,0.0734375,0.42764247437334846,0.5107807687156823
letter_img,3,18,1,0.36332298086600584,0.06796875,0.4337068914280583,0.5114503816793893
letter_img,3,18,2,0.3718271280395004,0.0703125,0.4312523653297399,0.5087049685281907
letter_img,3,18,3,0.3662849832143741,0.06328125,0.43134810333579743,0.5148978908603951
letter_img,3,18,4,0.37128868838001516,0.076171875,0.4299919249950481,0.5101439571476398
letter_img,4,19,0,0.3681910403668741,0.06796875,0.43440383301514346,0.5117851881612429
letter_img,4,19,1,0.3709540555280928,0.071484375,0.4295542164567284,0.5130574527922861
letter_img,4,19,2,0.36815693979848424,0.06875,0.4295743281141762,0.5064952457479577
letter_img,4,19,3,0.3692537568000464,0.06953125,0.42896442645408017,0.5102109139604954
letter_img,4,19,4,0.3641897268608034,0.065234375,0.43144739213163913,0.5144291931704051
letter_img,5,20,0,0.36789587444167676,0.067578125,0.4355060817074738,0.5097763492701218
letter_img,5,20,1,0.36479015542544235,0.06796875,0.4236781249786216,0.512186955939467
letter_img,5,20,2,0.37288069405886604,0.0765625,0.43051851110253647,0.5118521494576135
letter_img,5,20,3,0.3688328039311205,0.074609375,0.43157040194063967,0.5098091730833613
letter_img,5,20,4,0.36583466389464514,0.06171875,0.43264767575918844,0.5123535319718782
letter_img,6,23,0,0.37321168866222587,0.075,0.43489641834221004,0.5146645239051828
letter_img,6,23,1,0.36760895702301843,0.058203125,0.4297123682495729,0.5130574527922861
letter_img,6,23,2,0.36188313448825743,0.072265625,0.4288993468310911,0.5116512655685014
letter_img,6,23,3,0.3690567958546122,0.071875,0.4323766148994262,0.5085369936391028
letter_img,6,23,4,0.3690682019704404,0.069921875,0.42771431577390606,0.5080682959491128
letter_img,7,26,0,0.3684576312514654,0.077734375,0.4289072329493643,0.5121199946430963
letter_img,7,26,1,0.37077773919313717,0.069140625,0.43602892637513,0.5111825364939065
letter_img,7,26,2,0.36843317922216906,0.069140625,0.432700383754236,0.5116512655685014
letter_img,7,26,3,0.36348517270438824,0.065234375,0.43351890725833625,0.5114161365918982
letter_img,7,26,4,0.3680462950569491,0.070703125,0.422843184440649,0.5096083026447941
letter_img,8,30,0,0.36601990829603204,0.067578125,0.4303421356644719,0.5099102718628633
letter_img,8,30,1,0.36897370218745357,0.06640625,0.4341793107348517,0.512387839828579
letter_img,8,30,2,0.36902990157166043,0.07265625,0.4266517260837932,0.5111155751975358
letter_img,8,30,3,0.3702260281249158,0.068359375,0.4275541634070292,0.5113491797790425
letter_img,8,30,4,0.36611008893394426,0.071875,0.4352482295474914,0.5112152661533311
letter_img,9,31,0,0.3713322477480396,0.07109375,0.43555238740527263,0.5099772331592339
letter_img,9,31,1,0.3660054906820063,0.0703125,0.427341121437003,0.512387839828579
letter_img,9,31,2,0.369437727582375,0.066796875,0.4264546360199536,0.5117851881612429
letter_img,9,31,3,0.3665783233697832,0.071875,0.43029810484373415,0.5098091730833613
letter_img,9,31,4,0.36637765043896037,0.0671875,0.43428539963069585,0.5120187479075996
letter_img,10,32,0,0.3695143293642217,0.071484375,0.4303010709399128,0.5076335877862596
letter_img,10,32,1,0.36309126172413714,0.06328125,0.4292150793939877,0.5143966787197
letter_img,10,32,2,0.37091395561139123,0.07109375,0.43044631182008036,0.510178117048346
letter_img,10,32,3,0.36766099301982946,0.077734375,0.4334849820072719,0.5146300636089722
letter_img,10,32,4,0.3678109322695148,0.071484375,0.43052065031146836,0.5091396049548041
letter_img,11,38,0,0.3667826008453959,0.071484375,0.4335175229959003,0.5131244140886567
letter_img,11,38,1,0.36849303355909346,0.067578125,0.4294719026850264,0.5101111557519754
letter_img,11,38,2,0.3678818381996121,0.06796875,0.43827195579419265,0.5110486139011651
letter_img,11,38,3,0.36917166720533756,0.071484375,0.424813464631065,0.5086039504519585
letter_img,11,38,4,0.3672903115723513,0.072265625,0.4278440590297625,0.5130900569132909
letter_img,12,39,0,0.3674098216775531,0.07109375,0.4325859230615297,0.5105798848265702
letter_img,12,39,1,0.3685484874790896,0.08515625,0.43094381150907995,0.510646846122941
letter_img,12,39,2,0.36991477357302266,0.06640625,0.43658378091314565,0.5129904914959154
letter_img,12,39,3,0.36745190844705994,0.064453125,0.4220388149530914,0.5108135252761968
letter_img,12,39,4,0.3664086810497899,0.06953125,0.4318765247253956,0.5108804820890526
letter_img,13,44,0,0.36904840967880875,0.075,0.4289509658653624,0.510178117048346
letter_img,13,44,1,0.3683454850924071,0.067578125,0.42408357200463803,0.5119860720503548
letter_img,13,44,2,0.3668334657182188,0.073828125,0.43270190062708314,0.5109816526047944
letter_img,13,44,3,0.3692226658181869,0.075,0.43775714402203636,0.5107465684633411
letter_img,13,44,4,0.36611669626514703,0.064453125,0.43052621047133754,0.5120857047204553
letter_img,14,49,0,0.3668550885407546,0.069921875,0.4338365714377627,0.5083032007499665
letter_img,14,49,1,0.3694027630574682,0.072265625,0.4322729577023298,0.5108477300120531
letter_img,14,49,2,0.37085174063364573,0.068359375,0.4291508436569728,0.5135261818668809
letter_img,14,49,3,0.3668247655863566,0.069921875,0.42569867186627336,0.5129561432875795
letter_img,14,49,4,0.3670134055345789,0.06796875,0.43301447185218767,0.5103448275862069
letter_img,15,54,0,0.3736736421441564,0.08203125,0.4394445725054614,0.5153341368688897
letter_img,15,54,1,0.3664520812534518,0.07265625,0.4263987869452492,0.510646846122941
letter_img,15,54,2,0.367568373467705,0.06015625,0.4303975484197883,0.5089058524173028
letter_img,15,54,3,0.3664233564731622,0.076953125,0.4348754200801808,0.5099430867090726
letter_img,15,54,4,0.36544602929059866,0.0640625,0.4227195979677841,0.5111483093404754
letter_img,16,58,0,0.3697730234850021,0.0703125,0.4353618435048255,0.5105798848265702
letter_img,16,58,1,0.36543182319802703,0.073828125,0.42653215406084216,0.5121199946430963
letter_img,16,58,2,0.3647372597086651,0.06796875,0.4312629400617243,0.5104459622338289
letter_img,16,58,3,0.3741960738949737,0.076171875,0.4341970570178156,0.510545698024774
letter_img,16,58,4,0.36560168513284375,0.062890625,0.4264710027231702,0.5122865751590224
letter_img,17,59,0,0.36566226619189535,0.0671875,0.43309499963255305,0.5129235301995446
letter_img,17,59,1,0.36999954080170216,0.0703125,0.4334475418214417,0.5119860720503548
letter_img,17,59,2,0.36827955681967883,0.0734375,0.4323252073171612,0.5098433105664926
letter_img,17,59,3,0.3672033816009656,0.0703125,0.4253939753653624,0.5108804820890526
letter_img,17,59,4,0.3690038333535358,0.0703125,0.42973018046061673,0.5103448275862069
letter_img,18,61,0,0.36873416036609685,0.076171875,0.426487294966401,0.5099772331592339
letter_img,18,61,1,0.36826252079071514,0.06640625,0.4324845067230789,0.5123208785322084
letter_img,18,61,2,0.3683605584295274,0.073046875,0.43528786339611125,0.5095085040846391
letter_img,18,61,3,0.36779434984185183,0.068359375,0.4274761229668671,0.5134248409775695
letter_img,18,61,4,0.36802321531096166,0.073828125,0.4320313442974206,0.5107465684633411
letter_img,19,65,0,0.3687647478473637,0.069921875,0.43124933719686387,0.5049551359314316
letter_img,19,65,1,0.36816328957093963,0.074609375,0.430569718567699,0.5127896076068033
letter_img,19,65,2,0.3657491480953663,0.068359375,0.4331395892690926,0.5125887237176912
letter_img,19,65,3,0.3670870780145426,0.0640625,0.4316449140097248,0.5114161365918982
letter_img,19,65,4,0.36849320587985546,0.068359375,0.42728761024144934,0.5142283227318379
