dataset,rel_rs,rs,fold,N1,N2,F1,F2
optical_digits,0,0,0,0.4388860940245405,0.08063063063063063,0.5939156073779177,0.9237099644128114
optical_digits,0,0,1,0.43642199532903914,0.0672686230248307,0.5880772465918745,0.854314946619217
optical_digits,0,0,2,0.4384761763887353,0.07358916478555305,0.5894114990065531,0.9208185053380783
optical_digits,0,0,3,0.4374107144926295,0.07720090293453724,0.5817919560385877,0.9241548042704626
optical_digits,0,0,4,0.43850731222846717,0.0835214446952596,0.5761552655034853,0.9230427046263345
optical_digits,1,1,0,0.4384908439584004,0.07837837837837838,0.5778267934880023,0.8641014234875445
optical_digits,1,1,1,0.4387863073409915,0.07900677200902935,0.5930528393767803,0.9263790035587188
optical_digits,1,1,2,0.43610646356808314,0.07178329571106094,0.5898701593690839,0.9259341637010676
optical_digits,1,1,3,0.43837391011258364,0.07765237020316026,0.5837476770038802,0.853202846975089
optical_digits,1,1,4,0.43813344778030494,0.08126410835214447,0.5850039308655371,0.9234875444839857
optical_digits,2,4,0,0.4384841020540362,0.07927927927927927,0.6022498255547359,0.9223754448398577
optical_digits,2,4,1,0.43804577114278476,0.08171557562076749,0.5837222790644631,0.9212633451957295
optical_digits,2,4,2,0.4382632975400972,0.0762979683972912,0.5779853709149831,0.9234875444839857
optical_digits,2,4,3,0.43767457473611127,0.06862302483069978,0.5872800697735902,0.8512010676156584
optical_digits,2,4,4,0.4379095402959827,0.072686230248307,0.5780584734309561,0.9225978647686833
optical_digits,3,18,0,0.4374769369603417,0.07387387387387387,0.5936456886763913,0.9232651245551602
optical_digits,3,18,1,0.43648246119924583,0.0799097065462754,0.5756819981049615,0.7595640569395018
optical_digits,3,18,2,0.43725538927990887,0.07358916478555305,0.5913221214778872,0.9225978647686833
optical_digits,3,18,3,0.44038729338719224,0.08577878103837472,0.5922831201767897,0.923932384341637
optical_digits,3,18,4,0.4376540115852104,0.072686230248307,0.5763397540228509,0.9183718861209964
optical_digits,4,19,0,0.43955035414638083,0.07837837837837838,0.5951595335019987,0.9232651245551602
optical_digits,4,19,1,0.4376292584866173,0.07720090293453724,0.5823248620842122,0.923932384341637
optical_digits,4,19,2,0.43603840491989865,0.0708803611738149,0.5724831049575844,0.9252669039145908
optical_digits,4,19,3,0.43827395978216704,0.0744920993227991,0.5949750470184909,0.9237099644128114
optical_digits,4,19,4,0.43845719888069656,0.08623024830699774,0.5843778566472261,0.9217081850533808
optical_digits,5,20,0,0.44010492028955545,0.08243243243243244,0.5833671901700668,0.9230427046263345
